,Name,date,test,value
2576,Joey,2020-02-03,test6,0.405811623246493
2577,Phoebe,2020-10-21,test6,0.7995991983967936
2578,Ross,2020-07-03,test6,0.06813627254509018
2579,Chandler,2020-11-14,test6,0.8186372745490982
2580,Joey,2020-06-09,test6,0.7975951903807615
2581,Monica,2020-08-22,test6,0.4498997995991984
2582,Ross,2020-04-05,test6,0.38276553106212424
2583,Chandler,2020-04-14,test6,0.8136272545090181
2584,Rachel,2020-04-23,test6,0.8797595190380761
2585,Rachel,2021-04-02,test6,0.7755511022044088
2586,Phoebe,2020-07-12,test6,0.17034068136272545
2587,Phoebe,2020-06-12,test6,0.7575150300601202
2588,Rachel,2021-04-13,test6,0.996993987975952
2589,Ross,2021-02-20,test6,0.10521042084168336
2590,Phoebe,2020-09-03,test6,0.2835671342685371
2591,Joey,2020-11-06,test6,0.3937875751503006
2592,Ross,2020-09-12,test6,0.4118236472945892
2593,Chandler,2021-01-14,test6,0.8046092184368737
2594,Rachel,2020-04-15,test6,0.3096192384769539
2595,Phoebe,2021-03-30,test6,0.009018036072144289
2596,Chandler,2020-08-18,test6,0.6422845691382766
2597,Chandler,2020-10-09,test6,0.655310621242485
2598,Phoebe,2020-08-08,test6,0.40981963927855714
2599,Ross,2021-01-12,test6,0.8947895791583166
2600,Phoebe,2020-10-05,test6,0.9739478957915831
2601,Monica,2020-06-29,test6,0.28857715430861725
2602,Phoebe,2020-05-27,test6,0.3627254509018036
2603,Chandler,2020-07-10,test6,0.09418837675350701
2604,Ross,2020-01-10,test6,0.8837675350701403
2605,Ross,2021-05-04,test6,0.06713426853707415
2606,Rachel,2021-04-23,test6,0.43286573146292584
2607,Phoebe,2021-01-07,test6,0.7665330661322646
2608,Joey,2020-02-14,test6,0.905811623246493
2609,Chandler,2020-12-04,test6,0.9008016032064128
2610,Monica,2020-02-09,test6,0.5410821643286573
2611,Rachel,2020-10-12,test6,0.7104208416833667
2612,Joey,2020-08-17,test6,0.38877755511022044
2613,Chandler,2020-08-28,test6,0.7985971943887775
2614,Joey,2021-05-13,test6,0.905811623246493
2615,Chandler,2020-10-25,test6,0.3316633266533066
2616,Phoebe,2021-02-11,test6,0.04809619238476954
2617,Chandler,2020-11-05,test6,0.7555110220440882
2618,Chandler,2020-07-28,test6,0.9629258517034068
2619,Rachel,2020-03-25,test6,0.4348697394789579
2620,Phoebe,2021-01-15,test6,0.5591182364729459
2621,Phoebe,2020-06-02,test6,0.8917835671342685
2622,Chandler,2021-01-28,test6,0.62625250501002
2623,Ross,2021-04-28,test6,0.9248496993987976
2624,Chandler,2020-02-06,test6,0.530060120240481
2625,Phoebe,2020-08-03,test6,0.4969939879759519
2626,Chandler,2020-07-23,test6,0.46993987975951906
2627,Rachel,2020-01-20,test6,0.9108216432865731
2628,Monica,2021-02-12,test6,0.6152304609218436
2629,Monica,2020-05-12,test6,0.844689378757515
2630,Ross,2021-03-07,test6,0.21943887775551102
2631,Phoebe,2020-08-07,test6,0.7805611222444889
2632,Phoebe,2020-07-14,test6,0.6513026052104208
2633,Rachel,2020-01-26,test6,0.48697394789579157
2634,Joey,2020-09-08,test6,0.30360721442885774
2635,Rachel,2020-08-14,test6,0.06412825651302605
2636,Rachel,2020-06-19,test6,0.6503006012024048
2637,Ross,2020-12-20,test6,0.998997995991984
2638,Monica,2020-05-14,test6,0.7004008016032064
2639,Chandler,2020-06-20,test6,0.6953907815631263
2640,Rachel,2020-05-03,test6,0.6623246492985972
2641,Monica,2020-08-19,test6,0.30861723446893785
2642,Rachel,2020-03-10,test6,0.8677354709418837
2643,Monica,2021-04-21,test6,0.9128256513026052
2644,Monica,2020-07-31,test6,0.842685370741483
2645,Chandler,2020-07-29,test6,0.27054108216432865
2646,Joey,2020-12-28,test6,0.4749498997995992
2647,Phoebe,2020-08-26,test6,0.06913827655310621
2648,Chandler,2020-01-30,test6,0.04008016032064128
2649,Rachel,2020-02-11,test6,0.5340681362725451
2650,Ross,2021-05-09,test6,0.6452905811623246
2651,Monica,2020-12-18,test6,0.16633266533066132
2652,Ross,2020-01-25,test6,0.36072144288577157
2653,Ross,2020-12-23,test6,0.7845691382765531
2654,Rachel,2020-11-02,test6,0.5490981963927856
2655,Joey,2020-08-04,test6,0.8016032064128257
2656,Ross,2021-01-16,test6,0.6703406813627254
2657,Ross,2021-03-12,test6,0.21442885771543085
2658,Ross,2020-02-05,test6,0.37374749498997994
2659,Chandler,2020-11-15,test6,0.09018036072144289
2660,Joey,2021-03-08,test6,0.6122244488977956
2661,Monica,2020-01-28,test6,0.749498997995992
2662,Ross,2021-03-13,test6,0.05410821643286573
2663,Rachel,2021-03-16,test6,0.23547094188376755
2664,Ross,2021-03-11,test6,0.9769539078156313
2665,Ross,2020-09-05,test6,0.26753507014028055
2666,Ross,2020-07-26,test6,0.7565130260521042
2667,Ross,2020-04-30,test6,0.6172344689378757
2668,Phoebe,2020-04-11,test6,0.6623246492985972
2669,Monica,2020-05-22,test6,0.6503006012024048
2670,Chandler,2020-08-11,test6,0.8817635270541082
2671,Chandler,2020-01-27,test6,0.38877755511022044
2672,Monica,2020-03-04,test6,0.8186372745490982
2673,Chandler,2021-02-14,test6,0.30561122244488975
2674,Phoebe,2021-04-27,test6,0.872745490981964
2675,Joey,2020-04-18,test6,0.4318637274549098
2676,Rachel,2020-04-06,test6,0.24448897795591182
2677,Phoebe,2020-04-04,test6,0.2575150300601202
2678,Chandler,2021-04-11,test6,0.3066132264529058
2679,Monica,2020-10-28,test6,0.374749498997996
2680,Joey,2020-11-03,test6,0.56312625250501
2681,Monica,2021-02-04,test6,0.0
2682,Rachel,2020-07-30,test6,0.23146292585170342
2683,Chandler,2021-01-22,test6,0.593186372745491
2684,Joey,2020-01-15,test6,0.025050100200400802
2685,Chandler,2020-07-18,test6,0.3286573146292585
2686,Ross,2020-07-22,test6,0.9198396793587175
2687,Monica,2021-02-23,test6,0.6663326653306614
2688,Rachel,2020-10-19,test6,0.03507014028056112
2689,Joey,2020-07-02,test6,0.9709418837675351
2690,Phoebe,2020-05-30,test6,0.9028056112224448
2691,Monica,2020-10-14,test6,0.685370741482966
2692,Chandler,2020-01-03,test6,0.5821643286573146
2693,Ross,2020-06-24,test6,0.8627254509018036
2694,Ross,2021-02-19,test6,0.40681362725450904
2695,Joey,2020-04-29,test6,0.9038076152304609
2696,Monica,2021-04-24,test6,0.8567134268537074
2697,Rachel,2021-01-21,test6,0.9529058116232465
2698,Monica,2020-04-20,test6,0.23246492985971945
2699,Joey,2020-02-08,test6,0.40681362725450904
2700,Phoebe,2021-02-05,test6,0.624248496993988
2701,Rachel,2020-12-22,test6,0.5070140280561122
2702,Ross,2020-03-27,test6,0.9519038076152304
2703,Rachel,2020-05-07,test6,0.7354709418837675
2704,Monica,2020-12-24,test6,0.3286573146292585
2705,Phoebe,2020-05-08,test6,0.1062124248496994
2706,Phoebe,2020-02-21,test6,0.874749498997996
2707,Phoebe,2020-11-04,test6,0.3697394789579158
2708,Phoebe,2020-01-07,test6,0.003006012024048096
2709,Joey,2021-01-01,test6,0.09519038076152304
2710,Joey,2021-03-10,test6,0.3466933867735471
2711,Joey,2021-03-14,test6,0.6352705410821643
2712,Chandler,2020-11-23,test6,0.3256513026052104
2713,Joey,2020-02-15,test6,0.041082164328657314
2714,Joey,2020-11-17,test6,0.23847695390781562
2715,Phoebe,2021-04-29,test6,0.5791583166332666
2716,Monica,2020-04-25,test6,0.4408817635270541
2717,Joey,2020-06-27,test6,0.18637274549098196
2718,Ross,2020-02-25,test6,0.3997995991983968
2719,Chandler,2020-11-16,test6,0.6012024048096193
2720,Ross,2021-02-02,test6,0.8797595190380761
2721,Phoebe,2020-12-13,test6,0.5751503006012024
2722,Monica,2020-10-03,test6,0.31763527054108215
2723,Monica,2020-10-23,test6,0.5240480961923848
2724,Chandler,2020-05-21,test6,0.3637274549098196
2725,Monica,2020-06-22,test6,0.21743486973947895
2726,Chandler,2020-11-24,test6,0.2575150300601202
2727,Phoebe,2021-02-28,test6,0.11823647294589178
2728,Joey,2021-01-17,test6,0.7454909819639278
2729,Joey,2020-06-03,test6,0.9478957915831663
2730,Rachel,2021-05-12,test6,0.3246492985971944
2731,Phoebe,2020-04-24,test6,0.11022044088176353
2732,Joey,2021-03-21,test6,0.14428857715430862
2733,Monica,2020-12-09,test6,0.4969939879759519
2734,Chandler,2020-06-28,test6,0.6022044088176353
2735,Ross,2020-11-07,test6,0.46893787575150303
2736,Ross,2021-05-03,test6,0.3717434869739479
2737,Rachel,2021-01-23,test6,0.7765531062124249
2738,Joey,2020-04-21,test6,0.18336673346693386
2739,Ross,2020-10-27,test6,0.23046092184368738
2740,Joey,2020-03-31,test6,0.27354709418837675
2741,Phoebe,2021-03-25,test6,0.9048096192384769
2742,Phoebe,2020-01-13,test6,0.22645290581162325
2743,Monica,2020-09-23,test6,0.10721442885771543
2744,Rachel,2021-01-30,test6,0.9539078156312625
2745,Phoebe,2020-06-10,test6,0.1623246492985972
2746,Rachel,2020-11-08,test6,0.1312625250501002
2747,Rachel,2021-04-01,test6,0.36472945891783565
2748,Rachel,2020-06-16,test6,0.2124248496993988
2749,Rachel,2020-10-04,test6,0.49498997995991983
2750,Joey,2021-01-09,test6,0.6843687374749499
2751,Ross,2020-11-01,test6,0.685370741482966
2752,Phoebe,2020-08-01,test6,0.24348697394789579
2753,Chandler,2021-01-27,test6,0.8567134268537074
2754,Joey,2020-09-30,test6,0.6603206412825652
2755,Ross,2020-03-12,test6,0.5140280561122245
2756,Chandler,2020-04-17,test6,0.04308617234468938
2757,Ross,2020-06-23,test6,0.02905811623246493
2758,Ross,2020-09-10,test6,0.6092184368737475
2759,Ross,2020-11-28,test6,0.41583166332665333
2760,Joey,2020-04-07,test6,0.8867735470941884
2761,Joey,2021-01-04,test6,0.49599198396793587
2762,Rachel,2020-10-13,test6,0.4589178356713427
2763,Chandler,2020-12-05,test6,0.9859719438877755
2764,Monica,2020-12-03,test6,0.996993987975952
2765,Ross,2020-09-19,test6,0.8587174348697395
2766,Monica,2020-01-29,test6,0.09218436873747494
2767,Monica,2020-01-12,test6,0.8917835671342685
2768,Joey,2020-09-22,test6,0.9168336673346693
2769,Joey,2020-10-26,test6,1.0
2770,Joey,2020-12-15,test6,0.9048096192384769
2771,Rachel,2020-11-20,test6,0.654308617234469
2772,Ross,2020-09-28,test6,0.025050100200400802
2773,Monica,2020-02-29,test6,0.6332665330661322
2774,Joey,2021-01-19,test6,0.7444889779559118
2775,Rachel,2020-02-10,test6,0.405811623246493
2776,Rachel,2020-12-02,test6,0.21142284569138275
2777,Rachel,2020-12-26,test6,0.09619238476953908
2778,Joey,2021-02-08,test6,0.5150300601202404
2779,Ross,2021-03-17,test6,0.938877755511022
2780,Ross,2020-03-24,test6,0.26452905811623245
2781,Ross,2021-01-29,test6,0.06212424849699399
2782,Ross,2020-12-17,test6,0.36472945891783565
2783,Phoebe,2021-02-22,test6,0.7525050100200401
2784,Phoebe,2020-09-24,test6,0.4148296593186373
2785,Joey,2020-04-09,test6,0.4198396793587174
2786,Rachel,2020-09-02,test6,0.8567134268537074
2787,Ross,2021-04-30,test6,0.49498997995991983
2788,Joey,2020-09-18,test6,0.5811623246492986
2789,Monica,2020-05-25,test6,0.13527054108216433
2790,Monica,2020-07-21,test6,0.7144288577154309
2791,Chandler,2020-10-31,test6,0.5400801603206413
2792,Ross,2021-03-05,test6,0.872745490981964
2793,Phoebe,2020-05-01,test6,0.8867735470941884
2794,Ross,2020-09-16,test6,0.44488977955911824
2795,Ross,2020-03-21,test6,0.5380761523046093
2796,Phoebe,2020-09-20,test6,0.18236472945891782
2797,Rachel,2020-06-21,test6,0.374749498997996
2798,Phoebe,2021-01-03,test6,0.5711422845691383
2799,Rachel,2021-03-15,test6,0.41082164328657317
2800,Monica,2021-02-01,test6,0.4148296593186373
2801,Rachel,2020-02-07,test6,0.44488977955911824
2802,Rachel,2021-04-06,test6,0.5400801603206413
2803,Phoebe,2021-04-15,test6,0.23847695390781562
2804,Phoebe,2020-07-24,test6,0.8867735470941884
2805,Joey,2020-03-18,test6,0.8326653306613226
2806,Chandler,2021-01-24,test6,0.09619238476953908
2807,Monica,2020-07-20,test6,0.17234468937875752
2808,Monica,2020-12-21,test6,0.43987975951903807
2809,Monica,2021-03-22,test6,0.19939879759519039
2810,Phoebe,2020-06-06,test6,0.15430861723446893
2811,Joey,2020-08-10,test6,0.7935871743486974
2812,Joey,2020-06-26,test6,0.7585170340681363
2813,Phoebe,2020-03-06,test6,0.718436873747495
2814,Phoebe,2020-09-01,test6,0.0070140280561122245
2815,Monica,2020-09-27,test6,0.8707414829659319
2816,Monica,2021-01-13,test6,0.24649298597194388
2817,Chandler,2021-04-17,test6,0.5090180360721442
2818,Phoebe,2020-12-12,test6,0.3527054108216433
2819,Phoebe,2021-05-02,test6,0.5861723446893787
2820,Phoebe,2020-03-22,test6,0.8957915831663327
2821,Chandler,2020-07-17,test6,0.9488977955911824
2822,Ross,2020-11-26,test6,0.7234468937875751
2823,Monica,2020-02-13,test6,0.6683366733466933
2824,Monica,2021-04-19,test6,0.38877755511022044
2825,Rachel,2021-03-01,test6,0.29759519038076154
2826,Joey,2020-03-09,test6,0.7324649298597194
2827,Ross,2020-12-31,test6,0.21142284569138275
2828,Monica,2021-04-10,test6,0.6613226452905812
2829,Ross,2021-04-12,test6,0.9619238476953907
2830,Monica,2020-11-18,test6,0.43887775551102204
2831,Chandler,2020-10-30,test6,0.12725450901803606
2832,Joey,2021-02-03,test6,0.5731462925851704
2833,Joey,2020-05-20,test6,0.20641282565130262
2834,Monica,2020-09-25,test6,0.251503006012024
2835,Monica,2020-05-17,test6,0.1843687374749499
2836,Rachel,2021-04-03,test6,0.6793587174348698
2837,Ross,2021-02-27,test6,0.8917835671342685
2838,Ross,2021-01-08,test6,0.2725450901803607
2839,Chandler,2020-03-28,test6,0.4559118236472946
2840,Monica,2021-02-25,test6,0.13827655310621242
2841,Monica,2020-11-10,test6,0.20641282565130262
2842,Monica,2020-02-28,test6,0.16733466933867736
2843,Rachel,2020-09-09,test6,0.4709418837675351
2844,Chandler,2020-11-27,test6,0.1653306613226453
2845,Phoebe,2021-02-09,test6,0.8496993987975952
2846,Chandler,2020-03-15,test6,0.1402805611222445
2847,Joey,2020-01-14,test6,0.5761523046092184
2848,Ross,2020-05-09,test6,0.7104208416833667
2849,Rachel,2020-03-30,test6,0.06613226452905811
2850,Rachel,2021-01-25,test6,0.4619238476953908
2851,Joey,2020-02-27,test6,0.5571142284569138
2852,Phoebe,2020-08-02,test6,0.46392785571142287
2853,Ross,2020-09-04,test6,0.779559118236473
2854,Rachel,2021-05-05,test6,0.7344689378757515
2855,Phoebe,2020-06-17,test6,0.7434869739478958
2856,Ross,2020-03-02,test6,0.996993987975952
2857,Joey,2021-04-25,test6,0.9228456913827655
2858,Ross,2020-02-24,test6,0.8356713426853707
2859,Ross,2020-07-08,test6,0.5601202404809619
2860,Chandler,2020-06-15,test6,0.8697394789579158
2861,Phoebe,2020-08-16,test6,0.5390781563126252
2862,Monica,2021-04-05,test6,0.3046092184368738
2863,Rachel,2021-05-14,test6,0.24749498997995992
2864,Monica,2020-07-25,test6,0.44889779559118237
2865,Rachel,2020-01-01,test6,0.2925851703406814
2866,Phoebe,2020-06-25,test6,0.9639278557114228
2867,Rachel,2020-06-11,test6,0.5691382765531062
2868,Rachel,2021-03-23,test6,0.688376753507014
2869,Phoebe,2020-09-14,test6,0.9228456913827655
2870,Rachel,2020-03-14,test6,0.8416833667334669
2871,Chandler,2020-09-17,test6,0.4819639278557114
2872,Rachel,2021-04-22,test6,0.5040080160320641
2873,Chandler,2020-08-05,test6,0.06312625250501001
2874,Joey,2021-03-18,test6,0.41583166332665333
2875,Ross,2021-01-02,test6,0.022044088176352707
2876,Phoebe,2021-03-24,test6,0.02905811623246493
2877,Chandler,2020-06-13,test6,0.8657314629258517
2878,Rachel,2020-05-26,test6,0.9018036072144289
2879,Chandler,2020-08-31,test6,0.5210420841683366
2880,Monica,2020-03-13,test6,0.7935871743486974
2881,Phoebe,2020-03-07,test6,0.3897795591182365
2882,Rachel,2020-07-01,test6,0.47394789579158314
2883,Joey,2020-01-16,test6,0.6663326653306614
2884,Chandler,2020-10-01,test6,0.24949899799599198
2885,Phoebe,2021-02-24,test6,0.5761523046092184
2886,Chandler,2020-10-06,test6,0.056112224448897796
2887,Monica,2020-02-17,test6,0.17835671342685372
2888,Phoebe,2021-03-29,test6,0.17835671342685372
2889,Rachel,2020-05-24,test6,0.9639278557114228
2890,Phoebe,2021-03-09,test6,0.5380761523046093
2891,Phoebe,2020-07-15,test6,0.9879759519038076
2892,Phoebe,2020-07-16,test6,0.8246492985971944
2893,Phoebe,2021-02-16,test6,0.8076152304609219
2894,Joey,2021-03-20,test6,0.5280561122244489
2895,Monica,2021-01-11,test6,0.0871743486973948
2896,Monica,2020-05-19,test6,0.9829659318637275
2897,Ross,2021-03-31,test6,0.782565130260521
2898,Joey,2020-11-09,test6,0.8987975951903807
2899,Chandler,2020-03-08,test6,0.9869739478957916
2900,Rachel,2020-10-24,test6,0.44488977955911824
2901,Joey,2020-02-20,test6,0.9579158316633266
2902,Chandler,2020-10-20,test6,0.08316633266533066
2903,Ross,2020-11-13,test6,0.9488977955911824
2904,Ross,2020-04-13,test6,0.32965931863727455
2905,Phoebe,2021-03-26,test6,0.5180360721442886
2906,Rachel,2021-02-17,test6,0.6162324649298597
2907,Ross,2020-12-29,test6,0.2374749498997996
2908,Monica,2020-12-10,test6,0.9468937875751503
2909,Chandler,2020-08-09,test6,0.9308617234468938
2910,Monica,2020-08-20,test6,0.9849699398797596
2911,Monica,2020-07-11,test6,0.1062124248496994
2912,Monica,2020-07-27,test6,0.3877755511022044
2913,Monica,2021-01-26,test6,0.5070140280561122
2914,Phoebe,2020-12-07,test6,0.3727454909819639
2915,Ross,2020-01-18,test6,0.6312625250501002
2916,Phoebe,2020-11-29,test6,0.312625250501002
2917,Ross,2020-03-16,test6,0.7705410821643287
2918,Phoebe,2020-12-01,test6,0.7004008016032064
2919,Chandler,2020-06-05,test6,0.16032064128256512
2920,Rachel,2020-04-01,test6,0.9208416833667334
2921,Joey,2020-06-30,test6,0.8006012024048096
2922,Chandler,2020-01-23,test6,0.06713426853707415
2923,Monica,2020-04-16,test6,0.6052104208416834
2924,Joey,2021-02-10,test6,0.5490981963927856
2925,Monica,2020-01-11,test6,0.5951903807615231
2926,Chandler,2021-04-14,test6,0.9448897795591182
2927,Joey,2020-08-24,test6,0.9258517034068137
2928,Phoebe,2020-02-26,test6,0.718436873747495
2929,Chandler,2021-03-03,test6,0.7865731462925851
2930,Chandler,2021-05-01,test6,0.0
2931,Chandler,2020-02-23,test6,0.3026052104208417
2932,Rachel,2020-06-14,test6,0.17835671342685372
2933,Joey,2021-01-20,test6,0.5521042084168337
2934,Rachel,2020-02-04,test6,0.3306613226452906
2935,Monica,2021-03-19,test6,0.4649298597194389
2936,Joey,2020-04-22,test6,0.6763527054108216
2937,Rachel,2020-04-27,test6,0.654308617234469
2938,Joey,2021-02-15,test6,0.15030060120240482
2939,Ross,2020-12-27,test6,0.9248496993987976
2940,Rachel,2020-04-03,test6,0.374749498997996
2941,Phoebe,2020-04-19,test6,0.9098196392785571
2942,Chandler,2020-05-23,test6,0.8496993987975952
2943,Joey,2020-10-29,test6,0.7344689378757515
2944,Joey,2020-10-07,test6,0.968937875751503
2945,Rachel,2020-01-06,test6,0.812625250501002
2946,Ross,2020-01-21,test6,0.24048096192384769
2947,Ross,2020-06-18,test6,0.06012024048096192
2948,Monica,2021-01-18,test6,0.4879759519038076
2949,Ross,2020-12-08,test6,0.11322645290581163
2950,Chandler,2020-02-01,test6,0.8176352705410822
2951,Monica,2020-11-30,test6,0.16132264529058116
2952,Phoebe,2020-10-02,test6,0.9208416833667334
2953,Ross,2020-08-23,test6,0.7785571142284569
2954,Rachel,2020-07-09,test6,0.19238476953907815
2955,Ross,2021-02-26,test6,0.018036072144288578
2956,Ross,2020-12-25,test6,0.10320641282565131
2957,Chandler,2021-05-11,test6,0.37975951903807614
2958,Monica,2020-01-19,test6,0.3637274549098196
2959,Joey,2020-01-08,test6,0.6132264529058116
2960,Chandler,2020-05-04,test6,0.2715430861723447
2961,Rachel,2020-01-24,test6,0.04008016032064128
2962,Phoebe,2020-08-06,test6,0.3346693386773547
2963,Joey,2020-09-15,test6,0.4529058116232465
2964,Monica,2021-05-10,test6,0.8577154308617234
2965,Phoebe,2020-09-13,test6,0.655310621242485
2966,Joey,2020-12-11,test6,0.501002004008016
2967,Joey,2020-03-11,test6,0.3166332665330661
2968,Monica,2020-05-15,test6,0.2845691382765531
2969,Phoebe,2020-10-22,test6,0.23246492985971945
2970,Ross,2020-06-01,test6,0.4308617234468938
2971,Chandler,2020-09-21,test6,0.9468937875751503
2972,Ross,2020-05-10,test6,0.9138276553106213
2973,Joey,2020-03-05,test6,0.7765531062124249
2974,Ross,2020-05-02,test6,0.40781563126252507
2975,Ross,2020-10-15,test6,0.375751503006012
2976,Ross,2020-11-12,test6,0.33867735470941884
2977,Rachel,2020-07-05,test6,0.2545090180360721
2978,Rachel,2020-05-28,test6,0.26152304609218435
2979,Chandler,2020-08-12,test6,0.9498997995991983
2980,Chandler,2020-04-26,test6,0.5671342685370742
2981,Rachel,2021-02-18,test6,0.62625250501002
2982,Chandler,2020-03-23,test6,0.4819639278557114
2983,Rachel,2020-05-18,test6,0.013026052104208416
2984,Joey,2020-02-19,test6,0.09118236472945891
2985,Rachel,2021-04-20,test6,0.9619238476953907
2986,Monica,2020-07-06,test6,0.9809619238476954
2987,Monica,2020-05-31,test6,0.312625250501002
2988,Monica,2020-12-16,test6,0.7905811623246493
2989,Monica,2020-01-22,test6,0.4308617234468938
2990,Joey,2020-11-22,test6,0.6613226452905812
2991,Joey,2021-04-18,test6,0.251503006012024
2992,Chandler,2021-04-08,test6,0.6412825651302605
2993,Joey,2021-03-06,test6,0.7685370741482966
2994,Monica,2020-08-15,test6,0.8697394789579158
2995,Monica,2020-04-08,test6,0.750501002004008
2996,Joey,2020-12-30,test6,0.6352705410821643
2997,Joey,2021-04-16,test6,0.8957915831663327
2998,Chandler,2020-08-25,test6,0.7354709418837675
2999,Rachel,2021-05-07,test6,0.4589178356713427
3000,Joey,2020-05-29,test7,0.4909090909090909
3001,Chandler,2021-04-07,test7,0.00909090909090909
3002,Rachel,2021-05-06,test7,0.9454545454545454
3003,Joey,2020-10-10,test7,0.045454545454545456
3004,Ross,2020-08-27,test7,0.3181818181818182
3005,Rachel,2020-01-04,test7,0.18181818181818182
3006,Phoebe,2020-10-18,test7,0.6272727272727273
3007,Rachel,2020-07-07,test7,0.13636363636363635
3008,Chandler,2020-12-06,test7,0.44545454545454544
3009,Phoebe,2021-01-06,test7,0.20909090909090908
3010,Monica,2020-08-13,test7,0.18181818181818182
3011,Chandler,2020-09-06,test7,0.32727272727272727
3012,Chandler,2020-05-11,test7,0.4636363636363636
3013,Joey,2020-06-07,test7,0.9636363636363636
3014,Phoebe,2021-04-09,test7,0.8727272727272727
3015,Monica,2020-06-08,test7,0.5545454545454546
3016,Monica,2020-10-17,test7,0.02727272727272727
3017,Monica,2021-04-26,test7,0.09090909090909091
3018,Joey,2020-05-16,test7,0.38181818181818183
3019,Ross,2020-12-19,test7,0.41818181818181815
3020,Monica,2020-07-19,test7,0.13636363636363635
3021,Ross,2020-09-07,test7,0.9272727272727272
3022,Ross,2020-01-02,test7,0.09090909090909091
3023,Phoebe,2021-01-31,test7,0.3181818181818182
3024,Joey,2020-11-11,test7,0.16363636363636364
3025,Chandler,2020-08-29,test7,0.4727272727272727
3026,Monica,2020-03-29,test7,0.7909090909090909
3027,Monica,2021-03-02,test7,0.5727272727272728
3028,Ross,2020-02-18,test7,0.5363636363636364
3029,Ross,2020-06-04,test7,0.03636363636363636
3030,Chandler,2021-01-10,test7,0.44545454545454544
3031,Phoebe,2021-02-07,test7,0.7636363636363637
3032,Ross,2020-02-02,test7,0.4909090909090909
3033,Phoebe,2020-03-01,test7,0.13636363636363635
3034,Joey,2020-11-19,test7,0.6909090909090909
3035,Chandler,2020-03-20,test7,0.2
3036,Joey,2021-05-08,test7,0.990909090909091
3037,Joey,2020-09-26,test7,0.4
3038,Phoebe,2020-04-02,test7,0.9181818181818182
3039,Joey,2021-02-06,test7,0.9181818181818182
3040,Phoebe,2020-09-29,test7,0.7727272727272727
3041,Ross,2020-02-16,test7,0.5363636363636364
3042,Chandler,2020-01-17,test7,0.4090909090909091
3043,Rachel,2020-10-08,test7,0.5181818181818182
3044,Rachel,2020-10-11,test7,0.4636363636363636
3045,Chandler,2021-03-27,test7,0.9545454545454546
3046,Rachel,2020-12-14,test7,0.9363636363636364
3047,Rachel,2020-01-05,test7,0.9636363636363636
3048,Monica,2020-04-12,test7,0.43636363636363634
3049,Joey,2020-03-03,test7,0.8181818181818182
3050,Monica,2020-09-11,test7,0.17272727272727273
3051,Rachel,2021-02-21,test7,0.8818181818181818
3052,Chandler,2020-01-09,test7,0.8636363636363636
3053,Phoebe,2020-05-05,test7,0.20909090909090908
3054,Chandler,2020-05-06,test7,0.2818181818181818
3055,Phoebe,2020-03-26,test7,0.045454545454545456
3056,Rachel,2021-03-04,test7,0.24545454545454545
3057,Rachel,2020-07-13,test7,0.13636363636363635
3058,Rachel,2020-02-22,test7,0.19090909090909092
3059,Chandler,2021-03-28,test7,0.7090909090909091
3060,Chandler,2020-01-31,test7,0.9818181818181818
3061,Ross,2021-04-04,test7,0.6363636363636364
3062,Rachel,2020-08-21,test7,0.32727272727272727
3063,Monica,2020-11-25,test7,0.15454545454545454
3064,Chandler,2020-03-17,test7,0.8909090909090909
3065,Phoebe,2020-03-19,test7,0.2636363636363636
3066,Monica,2020-04-10,test7,0.14545454545454545
3067,Joey,2020-02-12,test7,0.35454545454545455
3068,Chandler,2020-10-16,test7,0.8818181818181818
3069,Chandler,2020-11-21,test7,0.24545454545454545
3070,Joey,2021-02-13,test7,0.6727272727272727
3071,Joey,2020-08-30,test7,0.9090909090909091
3072,Chandler,2020-07-04,test7,0.5454545454545454
3073,Phoebe,2020-05-13,test7,0.7727272727272727
3074,Phoebe,2021-01-05,test7,0.3090909090909091
3075,Rachel,2020-04-28,test7,0.4727272727272727
3076,Joey,2020-02-03,test7,0.9636363636363636
3077,Phoebe,2020-10-21,test7,0.6545454545454545
3078,Ross,2020-07-03,test7,0.7
3079,Chandler,2020-11-14,test7,0.02727272727272727
3080,Joey,2020-06-09,test7,0.45454545454545453
3081,Monica,2020-08-22,test7,0.11818181818181818
3082,Ross,2020-04-05,test7,0.6454545454545455
3083,Chandler,2020-04-14,test7,0.045454545454545456
3084,Rachel,2020-04-23,test7,0.36363636363636365
3085,Rachel,2021-04-02,test7,0.7272727272727273
3086,Phoebe,2020-07-12,test7,0.05454545454545454
3087,Phoebe,2020-06-12,test7,0.6636363636363637
3088,Rachel,2021-04-13,test7,0.14545454545454545
3089,Ross,2021-02-20,test7,0.4090909090909091
3090,Phoebe,2020-09-03,test7,1.0
3091,Joey,2020-11-06,test7,0.09090909090909091
3092,Ross,2020-09-12,test7,0.4636363636363636
3093,Chandler,2021-01-14,test7,0.35454545454545455
3094,Rachel,2020-04-15,test7,0.8090909090909091
3095,Phoebe,2021-03-30,test7,0.5
3096,Chandler,2020-08-18,test7,0.08181818181818182
3097,Chandler,2020-10-09,test7,0.44545454545454544
3098,Phoebe,2020-08-08,test7,0.09090909090909091
3099,Ross,2021-01-12,test7,0.17272727272727273
3100,Phoebe,2020-10-05,test7,0.14545454545454545
3101,Monica,2020-06-29,test7,0.23636363636363636
3102,Phoebe,2020-05-27,test7,0.2909090909090909
